article_id,source,article_title,article_url,date_published,country,region_department,locality,latitude,longitude,sector,actor_company,community_actor,event_type,environmental_issue,source_text_excerpt,extraction_method,notes,geocode_status,geocode_precision,geocode_query,geocode_display_name
mongabay:url-247eca38919c,Mongabay Latam,Uru Uru Team: cómo salvar con plantas un lago a punto de morir contaminado,https://es.mongabay.com/2025/02/uru-uru-team-como-salvar-con-plantas-un-lago-a-punto-de-morir-contaminado/,2025-02-22,Bolivia,,,-17.056870,-64.991229,mining,,,pollution,river pollution,Uru Uru Team es un grupo de jóvenes indígenas que vive con los impactos en el Lago Uru Uru y que desde 2019 busca restaurar su ecosistema.,metadata + topic tags + keyword rule,"Topic tags: agricultura, agua, biodiversidad, bolivia, comunidades-indigenas, conservacion, contaminacion, contaminacion-del-agua | Author: astridarellano",ok,country,Bolivia,Bolivia
mongabay:url-3b56b03084a1,Mongabay Latam,La crisis climática dificulta la erradicación del hambre en Latinoamérica y el Caribe,https://es.mongabay.com/2025/02/crisis-climatica-dificulta-erradicacion-hambre-latinoamerica-caribe/,2025-02-21,,,,,,logging_deforestation,,,,climate impact,"Sequías, inundaciones, tormentas y temperaturas están en aumento en Latinoamérica y el Caribe. Esto dificulta la lucha contra el hambre.",metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, bosques, calentamiento-global, cambio-climatico, conservacion, latinoamerica, medioambiente | No event_type matched; manual review. | Country not detected; manual review. | Author: anacristinaalvarado",no_location,,,
mongabay:url-fcc364f36cbf,Mongabay Latam,Oso de anteojos: campesinos se unen a científicos para proteger la especie,https://es.mongabay.com/2025/02/oso-de-anteojos-campesinos-cientificos-conservacion/,2025-02-21,Colombia,Pará,,4.591814,-74.190385,agriculture,,,,biodiversity loss,"Campesinos y ganaderos en Perú, Ecuador y Colombia han demostrado que sí se puede construir una relación amistosa con el oso andino.",metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, animales, biodiversidad, colombia, conservacion, ecuador, ganaderia | No event_type matched; manual review. | Author: astridarellano",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
mongabay:url-ccf0b2de6c23,Mongabay Latam,La huella devastadora del avance de la deforestación menonita en la selva de Perú | Reportaje fotográfico,https://es.mongabay.com/2025/02/huella-devastadora-deforestacion-menonita-peru-reportaje-fotografico/,2025-02-14,Peru,,,-6.869970,-75.045851,logging_deforestation,,,,deforestation,El avance de la deforestación menonita en Perú ha transformado la selva en cultivos. En Tierra Blanca se han perdido 4956 hectáreas de bosque,metadata + topic tags + keyword rule,"Topic tags: agricultura, amazonia, america-del-sur, bosques, conflictos-ambientales, deforestacion, latinoamerica, medioambiente | No event_type matched; manual review. | Author: danielaquinterodiaz",ok,country,Peru,Perú
elespectador:TJSOVGNKJ5ELRFST665VXNJUN4,El Espectador,El enredado camino para prohibir temporalmente la minería en Santurbán,https://www.elespectador.com/ambiente/el-enredado-camino-para-prohibir-temporalmente-la-mineria-en-santurban/,2025-02-10,Colombia,Santander,,7.000008,-73.250009,mining,,,,,"En varios municipios hubo poca participación de las comunidades e, incluso, algunos alcaldes abandonaron las reuniones. ¿Qué sigue?",metadata + keyword rule,Premium/locked article — full body not scraped. | No event_type matched; manual review. | Author: Daniela Bueno | Section: Blog El Río,ok,region,"Santander, Colombia","Santander, RAP Gran Santander, Colombia"
elespectador:GAVBAO5OAVEEXL4NSMDTQ35XZM,El Espectador,Más de 30 mamíferos marinos muertos deja derrame de petróleo en el mar Negro,https://www.elespectador.com/ambiente/mas-de-30-mamiferos-marinos-deja-derrame-de-petroleo-en-el-mar-negro/,2025-01-05,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,oil spill,"En el mar Negro, las autoridades intentan mitigar los daños ambientales provocados por un derrame de petróleo registrado hace dos semanas.",metadata + keyword rule,Author: Agencia EFE | Section: Ambiente,ok,country,Colombia,Colombia
mongabay:url-6c958b518a7a,Mongabay Latam,Paraguay: avanza la tala mientras productores sojeros se oponen a las nuevas medidas de deforestación de la UE,https://es.mongabay.com/2024/12/paraguay-avanza-tala-mientras-productores-sojeros-se-oponen-nuevas-medidas-deforestacion/,2024-12-23,Paraguay,,,-23.316593,-58.169345,logging_deforestation,,,,deforestation,Paraguay: avanza la tala mientras productores sojeros se oponen a las nuevas medidas de deforestación de la UE,metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, bosques, deforestacion, latinoamerica, medioambiente, paraguay, tala-ilegal | No event_type matched; manual review. | Author: emiliadelfino",ok,country,Paraguay,Paraguay / Paraguái
mongabay:url-f590dc5d02bf,Mongabay Latam,México: las 10 historias ambientales que marcaron el 2024,https://es.mongabay.com/2024/12/mexico-historias-ambientales-que-marcaron-2024/,2024-12-19,Mexico,Pará,,19.301293,-99.186375,logging_deforestation,,,pollution,river pollution,Catástrofes ambientales ocasionadas por el narcotráfico y la esperanza que traen proyectos de conservación para restaurar ecosistemas.,metadata + topic tags + keyword rule,"Topic tags: agricultura, aves-marinas, biodiversidad, bosques, cambio-climatico, conservacion, contaminacion, jaguares | Author: astridarellano",ok,office,"Pará, Mexico","Comisión Nacional para el Conocimiento y Uso de la Biodiversidad, Avenida Insurgentes Sur, Colonia Peña Pobre, Ciudad de México, Tlalpan, Ciudad de México, 14060, México"
mongabay:url-b25ceb6c2b02,Mongabay Latam,Perú: productores de café y cacao preocupados por lenta implementación del reglamento anti deforestación de la Unión Europea,https://es.mongabay.com/2024/12/peru-productores-cafe-cacao-preocupados-por-lenta-implementacion-reglamento-anti-deforestacion-union-europea/,2024-12-19,Peru,,,-6.869970,-75.045851,agriculture,,,,deforestation,Productores de café y cacao en Perú critican que el Midagri haya iniciado mesas técnicas sobre la ley antideforestación de la Unión Europea a última hora.,metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, cacao, cafe, latinoamerica, medioambiente, peru, politica | No event_type matched; manual review. | Author: Antonio Paz Cardona",ok,country,Peru,Perú
elespectador:V53BEXMPOVADJAB6CRQCQOYPCI,El Espectador,Derrame de petróleo en el Mar Negro contamina casi 50 kilómetros de playas,https://www.elespectador.com/mundo/europa/derrame-de-petroleo-en-el-mar-negro-contamina-casi-50-kilometros-de-playas/,2024-12-18,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,oil spill,Las autoridades rusas anunciaron el miércoles 18 de diciembre estar limpiando petróleo en casi 50 kilómetros de playas en Krasnodar.,metadata + keyword rule,Author: Unidad de Video | Section: Europa,ok,country,Colombia,Colombia
elespectador:2RCRQHVTYVAWRD2WMZHNDRGWZU,El Espectador,Los secretos del expediente Coveñas: la demanda más costosa en todo el país,https://www.elespectador.com/judicial/los-secretos-del-expediente-covenas-la-demanda-mas-costosa-en-todo-el-pais/,2024-12-15,Colombia,,,4.099917,-72.908813,oil_gas,,,legal,,"Colombia está demandada por $28 billones por un grupo de pobladores, pescadores, hoteleros y vendedores ambulantes.",metadata + keyword rule,Premium/locked article — full body not scraped. | Author: Jhoan Sebastian Cote | Section: Judicial,ok,country,Colombia,Colombia
mongabay:url-3c47bd3ced99,Mongabay Latam,Bolivia deposita por primera vez material genético de maíz y frijol en la Bóveda Global de Semillas de Svalbard,https://es.mongabay.com/2024/11/bolivia-deposita-por-primera-vez-material-genetico-de-maiz-y-frijol-en-la-boveda-global-de-semillas-de-svalbard/,2024-11-20,Bolivia,Pará,,-18.026582,-68.469100,agriculture,,,,,El proceso para que Bolivia almacenara las semillas de maíz y frijol en el Banco Global de Semillas de Svalbard se inició en el año 2022.,metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, bolivia, especies-amenazadas, estudios, investigacion-cientifica, latinoamerica, medioambiente | No event_type matched; manual review. | Author: yvette",ok,town,"Pará, Bolivia","Para Parani, Curahuara de Carangas, Sajama, Oruro, Bolivia"
mongabay:url-90061ecf7201,Mongabay Latam,Perú: reciente derrame de petróleo en el río Pastaza ocurrió en una zona con 69 sitios impactados por hidrocarburos,https://es.mongabay.com/2024/11/peru-reciente-derrame-de-petroleo-en-el-rio-pastaza-ocurrio-en-una-zona-con-69-sitios-impactados-por-hidrocarburos/,2024-11-08,Peru,Loreto,,-5.000000,-75.000000,oil_gas,,,pollution,oil spill,"El derrame de petróleo ocurrió el 3 de octubre en el kilómetro 11 del Ramal Norte del Oleoducto Norperuano, en la región Loreto. El río Pastaza recibió 40 barriles de petróleo que se esparcieron por sus aguas.",metadata + topic tags + keyword rule,"Topic tags: agua, amazonia, america-del-sur, america-latina, bosques, contaminacion, derrame-de-petroleo, medioambiente | Author: geraldinesantos",ok,region,"Loreto, Peru","Loreto, Perú"
infoamazonia:url-3216553a9432,InfoAmazonia,"Los temas a priorizar en lo que queda de la COP16, según el Secretario de la ONU",https://infoamazonia.org/es/2024/10/30/los-temas-a-priorizar-en-lo-que-queda-de-la-cop16-segun-el-secretario-de-la-onu/,2024-10-30,,,,,,,,,,biodiversity loss,"En una rueda de prensa, el Secretario General de la ONU, António Guterres, resaltó los que, a sus ojos, deberían ser los temas prioritarios en los dos últimos días de negociación de la COP16.",metadata + editorial tags + keyword rule,"topics: 16a-conferencia-de-las-partes-del-convenio-sobre-la-diversidad-biologica-cop16, biodiversidad, organizacion-de-las-naciones-unidas-onu | No sector matched; manual review. | No event_type matched; manual review. | Country not detected; manual review. | Author: Catalina Sanabria",no_location,,,
infoamazonia:url-53c887232cd8,InfoAmazonia,“Nunca habrá una solución para la biodiversidad si no pensamos en los humedales”,https://infoamazonia.org/es/2024/10/30/nunca-habra-una-solucion-para-la-biodiversidad-si-no-pensamos-en-los-humedales/,2024-10-30,Colombia,Pará,,4.591814,-74.190385,,,,,biodiversity loss,"Aunque Han de Groot, director general de Wetlands International, reconoce el importante avance que significó el Marco Mundial de Biodiversidad Kunming-Montreal en la restauración y conservación de los humedales, todavía es escéptico de las acciones que los países emprenderán para conservar el ecosistema más amenazado del planeta. A su paso por la COP16 en Cali, en donde habló con este diario, de Groot le recomienda a Colombia “construir con la naturaleza”.",metadata + editorial tags + keyword rule,"topics: 16a-conferencia-de-las-partes-del-convenio-sobre-la-diversidad-biologica-cop16, biodiversidad, humedales | No sector matched; manual review. | No event_type matched; manual review. | Author: César Giraldo Zuluaga",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
mongabay:url-08250a27fd44,Mongabay Latam,Campesinos asesinados y criminalizados por defender la tierra en Honduras,https://es.mongabay.com/2024/10/campesinos-asesinados-criminalizados-por-defender-la-tierra-honduras/,2024-10-30,,,,,,logging_deforestation,,,violence,,"En la última década, según organizaciones hondureñas, cerca de 200 campesinos han sido asesinados en el Valle del Aguán.",metadata + topic tags + keyword rule,"Topic tags: activistas-asesinados, agricultura, bosques, centroamerica, conflictos, defensores-ambientales, honduras, latinoamerica | Country not detected; manual review. | Author: thelma gomez",no_location,,,
infoamazonia:url-b9ea35ed9d73,InfoAmazonia,COP16: los anuncios más importantes que se hicieron el fin de semana que pasó,https://infoamazonia.org/es/2024/10/28/cop16-los-anuncios-mas-importantes-que-se-hicieron-el-fin-de-semana-que-paso/,2024-10-28,,Chocó,,6.000008,-77.000009,,,,,biodiversity loss,La creación del G9 de la Amazonía y un fondo para la protección del Chocó biogeográfico fueron algunos de los anuncios que presentaron los países. ¿Cuál es el tema principal de este semana?,metadata + editorial tags + keyword rule,"topics: 16a-conferencia-de-las-partes-del-convenio-sobre-la-diversidad-biologica-cop16, biodiversidad, convenio-sobre-la-diversidad-biologica-cdb | No sector matched; manual review. | No event_type matched; manual review. | Country not detected; manual review. | Author: Catalina Sanabria",ok,region,Chocó,"Chocó, RAP Pacífico, Colombia"
infoamazonia:url-ce3a68e31089,InfoAmazonia,Las 7 propuestas que hicieron en la COP16 para frenar el oro ilegal en la Amazonia,https://infoamazonia.org/es/2024/10/24/las-7-propuestas-que-hicieron-en-la-cop16-para-frenar-el-oro-ilegal-en-la-amazonia/,2024-10-24,Peru,Pará,,-12.094179,-77.015213,mining,,,,illegal mining,"Organizaciones de Estados Unidos, Brasil, Colombia y Perú, que agrupan a 120 grupos de la sociedad civil, presentaron un documento en el que le hacen una serie de sugerencias a los gobiernos para que mitiguen y prevengan una actividad que está acabando con la selva: la minería ilegal de oro.",metadata + editorial tags + keyword rule,"topics: 16a-conferencia-de-las-partes-del-convenio-sobre-la-diversidad-biologica-cop16, mineria, oro-ilegal | No event_type matched; manual review. | Author: Sergio Silva Numa",ok,office,"Pará, Peru","Institut de Recherche pour le Developpement, 455, Calle 17, El Palomar, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
infoamazonia:url-35d6132ad23c,InfoAmazonia,Solo 33 países de 196 llegaron a la COP16 con la tarea hecha,https://infoamazonia.org/es/2024/10/22/solo-33-paises-de-196-llegaron-a-la-cop16-con-la-tarea-hecha/,2024-10-22,Colombia,Pará,,4.591814,-74.190385,,,,,biodiversity loss,"A la cumbre de biodiversidad que arranca este lunes en Cali, los 196 países que hacen parte del Convenio debían llegar con el documento en el que mostrarán cómo harán para cumplir las 23 metas que se acordaron hace dos años y que buscan detener y revertir la pérdida de biodiversidad. Sin embargo, solo el 17 % de ellos lo hicieron. Colombia, por su parte, presentó el suyo a las 9:00 a.m. de este lunes.",metadata + editorial tags + keyword rule,"topics: 16a-conferencia-de-las-partes-del-convenio-sobre-la-diversidad-biologica-cop16, biodiversidad, convenio-sobre-la-diversidad-biologica-cdb | No sector matched; manual review. | No event_type matched; manual review. | Author: César Giraldo Zuluaga",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-eb05eda56fa1,InfoAmazonia,COP16: las conexiones que perdemos cuando desaparece un árbol,https://infoamazonia.org/es/2024/10/21/cop16-las-conexiones-que-perdemos-cuando-desaparece-un-arbol/,2024-10-21,Colombia,,,4.099917,-72.908813,logging_deforestation,,,,biodiversity loss,"Este 21 de octubre inicia, oficialmente, la COP16 en Cali, uno de los eventos más importantes de biodiversidad en el mundo. Al mismo tiempo que se realiza, la Amazonia, una de las regiones más biodiversas del planeta, está en serios problemas. Cada vez que talamos una hectárea de bosque, perdemos 139 árboles y, con ello, cientos de conexiones con otras especies. Esto es lo que está en juego.",metadata + editorial tags + keyword rule,"topics: 16a-conferencia-de-las-partes-del-convenio-sobre-la-diversidad-biologica-cop16, amazonia, colombia, pueblos-indigenas | No event_type matched; manual review. | Author: Sergio Silva Numa",ok,country,Colombia,Colombia
elespectador:6JAI4E3BARFKPPKPJSPUCHYVBM,El Espectador,Así es como la mayor disidencia de las Farc maneja la deforestación en la Amazonia,https://www.elespectador.com/ambiente/amazonas/asi-es-como-la-mayor-disidencia-de-las-farc-maneja-la-deforestacion-en-la-amazonia/,2024-10-18,Colombia,Amazonas,,-1.305299,-71.465921,mining,,,,deforestation,Un nuevo informe advierte sobre el peligro del creciente control del EMC en la Amazonia colombiana.,metadata + keyword rule,No event_type matched; manual review. | Author: Catalina Sanabria Devia | Section: Amazonas,ok,region,"Amazonas, Colombia","Amazonas, RAP Amazonía, Colombia"
mongabay:url-913ce94525b3,Mongabay Latam,Árbol del guáimaro: una alternativa a la deforestación para las comunidades campesinas en Colombia,https://es.mongabay.com/2024/08/arbol-guaimaro-alternativa-deforestacion-para-comunidades-campesinas-colombia/,2024-08-27,Colombia,Pará,,4.591814,-74.190385,logging_deforestation,,,,deforestation,"Las comunidades del Caribe colombiano elaboran harina con las semillas del guáimaro, para comercializar en Bogotá, Medellín y Cartagena.",metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, biodiversidad, bosques, colombia, conservacion, deforestacion, latinoamerica | No event_type matched; manual review. | Author: astridarellano",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
elespectador:NPWJMTTGBVFQ5IUHYPQ22HYTY4,El Espectador,Desmantelan carbonera ilegal en Ciudad Bolívar y capturan a cuatro personas,https://www.elespectador.com/bogota/desmantela-carbonera-ilegal-en-ciudad-bolivar-y-capturan-a-cuatro-personas/,2024-08-17,Colombia,Bolívar,,9.366048,-74.802364,logging_deforestation,,,pollution,deforestation,Los individuos fueron capturados por los delitos de contaminación ambiental y tala ilegal de árboles.,metadata + keyword rule,Author: Redacción Bogotá | Section: Bogotá,ok,region,"Bolívar, Colombia","Bolívar, RAP Caribe, Colombia"
mongabay:url-66d53324c0d7,Mongabay Latam,Chorlo nevado: el ave playera que lucha por sobrevivir a la sequía en el noroeste de México | ENTREVISTA,https://es.mongabay.com/2024/08/chorlo-nevado-ave-playera-que-lucha-por-sobrevivir-sequia-mexico-entrevista/,2024-08-14,Mexico,,,23.658512,-102.007710,agriculture,,,,biodiversity loss,"El chorlo nevado es una amenazada ave playera que, a pesar de la crítica sequía que afecta su hábitat, ha demostrado ser resiliente.",metadata + topic tags + keyword rule,"Topic tags: agricultura, agua, animales, aves, biodiversidad, conservacion, entrevistas, humedales | No event_type matched; manual review. | Author: astridarellano",ok,country,Mexico,México
infoamazonia:url-e0528c1851a4,InfoAmazonia,"La delincuencia en la triple frontera de Colombia, Perú y Brasil amenaza a la Amazonia",https://infoamazonia.org/es/2024/07/18/ambiente-amazonas-la-delincuencia-en-la-triple-frontera-de-colombia-peru-y-brasil-amenaza-a-la-amazonia/,2024-07-18,Colombia,,,4.099917,-72.908813,mining,,,violence,deforestation,"Un informe de la organización internacional Crisis Group advierte que la triple frontera entre Colombia, Perú y Brasil se ha convertido en un núcleo de criminalidad.",metadata + editorial tags + keyword rule,"topics: amazonia, brasil, colombia, deforestacion, mineria, peru | Author: Catalina Sanabria",ok,country,Colombia,Colombia
mongabay:url-a7c165567ad8,Mongabay Latam,Más de 200 mujeres afrocolombianas unidas por la soberanía alimentaria y la defensa de su territorio en medio del conflicto armado,https://es.mongabay.com/2024/07/mujeres-afrocolombianas-unidas-por-soberania-alimentaria-defensa-territorio-conflicto-armado/,2024-07-04,Colombia,,,4.099917,-72.908813,logging_deforestation,,,,biodiversity loss,Más de 200 mujeres afrocolombianas unidas por la soberanía alimentaria y la defensa de su territorio en medio del conflicto armado,metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, biodiversidad, bosques, colombia, conservacion, latinoamerica, medioambiente | No event_type matched; manual review. | Author: astridarellano",ok,country,Colombia,Colombia
infoamazonia:url-432989444d20,InfoAmazonia,Tras las huellas del contrabando de tortugas y sus huevos en la selva amazónica de Bolivia,https://infoamazonia.org/es/2024/06/17/tras-las-huellas-del-contrabando-de-tortugas-y-sus-huevos-en-la-selva-amazonica-de-bolivia/,2024-06-17,Bolivia,,,-17.056870,-64.991229,logging_deforestation,,,,,"Por Eduardo Franco Berton Cuando el velo de la oscuridad envuelve a la selva, hombres armados con rifles Marlin calibre .22 ingresan decididos a perseguir",metadata + editorial tags + keyword rule,topics: amazon-underworld | No event_type matched; manual review. | Author: Sam Cowie,ok,country,Bolivia,Bolivia
infoamazonia:url-6988810438e0,InfoAmazonia,Criminales colombianos y ecuatorianos extienden su violenta influencia por la Amazonía,https://infoamazonia.org/es/2024/06/12/criminales-colombianos-y-ecuatorianos-extienden-su-violenta-influencia-por-la-amazonia/,2024-06-12,Colombia,,,4.099917,-72.908813,logging_deforestation,,,,deforestation,"Por Plan V* Los Comandos de la Frontera, un grupo armado colombiano que también opera en el norte de Ecuador, y la banda ecuatoriana Los Choneros han",metadata + editorial tags + keyword rule,"topics: amazon-underworld, amazonia, brasil, colombia, deforestacion, facciones | No event_type matched; manual review. | Author: Juan Torres",ok,country,Colombia,Colombia
infoamazonia:url-018451cae1a3,InfoAmazonia,La transición energética genera una carrera por los minerales estratégicos en la Amazonía,https://infoamazonia.org/es/2024/06/11/la-transicion-energetica-genera-una-carrera-por-minerales-estrategicos-con-5-000-solicitudes-en-la-amazonia/,2024-06-11,,Pará,,-4.749393,-52.897301,mining,,,,climate impact,"La encuesta de InfoAmazonia señala 5.000 solicitudes para la minería en el bioma amazónico brasileño. El cobre, el litio y el níquel, entre otros, son materias primas para la producción de vehículos eléctricos, baterías, aerogeneradores y paneles solares.",metadata + editorial tags + keyword rule,"topics: agencia-nacional-de-mineria-anm, cambio-climatico, minerales-estrategicos, transicion-energetica | No event_type matched; manual review. | Country not detected; manual review. | Author: Fábio Bispo",ok,region,Pará,"Pará, Região Norte, Brasil"
infoamazonia:url-79f273de8e3e,InfoAmazonia,La presión para extraer petróleo en la Amazonía se enfrenta a la resistencia indígena,https://infoamazonia.org/es/2024/05/29/la-presion-para-extraer-petroleo-en-la-amazonia-se-enfrenta-a-la-resistencia-indigena/,2024-05-29,Peru,Pará,,-12.094179,-77.015213,oil_gas,,,,,"En agosto de 2023, Ecuador votó para detener la extracción de petróleo en el Parque Nacional Yasuní, sin embargo, el gobierno está cerca de incumplir la fecha límite y organizaciones indígenas y ambientales denuncian falta de voluntad para implementar el mandato. Mientras tanto, países como Perú y Brasil siguen explorando proyectos petroleros en la Amazonía, enfrentando oposición de las comunidades indígenas.",metadata + editorial tags + keyword rule,topics: pan-amazonia | No event_type matched; manual review. | Author: Bianca Padró,ok,office,"Pará, Peru","Institut de Recherche pour le Developpement, 455, Calle 17, El Palomar, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
infoamazonia:url-e1ce80e685b8,InfoAmazonia,"Disminuyó la deforestación en la Amazonia, pero los incendios aumentaron más del 150 %",https://infoamazonia.org/es/2024/05/21/disminuyo-la-deforestacion-en-la-amazonia-pero-los-incendios-aumentaron-mas-del-150/,2024-05-21,Colombia,Pará,,4.591814,-74.190385,logging_deforestation,,,,climate impact,"Aunque la deforestación disminuyó en la Amazonia brasileña y colombiana en 2023, un reciente estudio encontró que los incendios forestales se incrementaron en más del 150 %. ¿Qué consecuencias puede tener esta situación en una región clave para enfrentar la pérdida de biodiversidad y el cambio climático?",metadata + editorial tags + keyword rule,"topics: amazonia, brasil, cambio-climatico, colombia, sequia / regions: colombia | No event_type matched; manual review. | Author: María Paula Lizarazo",ok,amenity,"Pará, Colombia","Centro de Tecnologías para la Construcción y la Madera (SENA), Transversal 7 # 8 - 40, Avenida Carrera 4, La Despensa (barrio), Comuna La Despensa, Soacha ciudad, Soacha, Cundinamarca, RAP (Especial) Central, 250051, Colombia"
infoamazonia:url-7d3ecc75f97d,InfoAmazonia,Documental revela corrupción en minería de dragas gigantes,https://infoamazonia.org/es/2024/05/13/documental-de-amazon-underworld-revela-corrupcion-en-zona-de-dragas-gigantes-en-la-amazonia/,2024-05-13,,,,,,mining,,,,illegal mining,Película 'Dragas: El turbio negocio del oro en la Amazonía' muestra una investigación de 16 meses sobre actividades de grupos armados y criminales,metadata + editorial tags + keyword rule,"topics: amazon-underworld, mineria-ilegal | No event_type matched; manual review. | Country not detected; manual review. | Author: Juan Torres",no_location,,,
mongabay:url-571a55558a3a,Mongabay Latam,Así aprovecha Syngenta un sistema de licencias indefinidas para vender pesticidas peligrosos en Perú,https://es.mongabay.com/2024/05/asi-aprovecha-syngenta-sistema-de-licencias-indefinidas-para-vender-pesticidas-peligrosos-peru/,2024-05-06,Peru,Pará,,-12.094179,-77.015213,oil_gas,,,pollution,river pollution,Así aprovecha Syngenta un sistema de licencias indefinidas para vender pesticidas peligrosos en Perú. Investigamos el caso,metadata + topic tags + keyword rule,"Topic tags: agricultura, america-del-sur, calentamiento-global, cambio-climatico, conflictos-ambientales, contaminacion, energia, investigaciones | Author: mayra",ok,office,"Pará, Peru","Institut de Recherche pour le Developpement, 455, Calle 17, El Palomar, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
mongabay:url-d590eeaf620f,Mongabay Latam,Glifosato en México: ¿por qué el gobierno pospuso su prohibición?,https://es.mongabay.com/2024/04/glifosato-mexico-gobierno-pospuso-su-prohibicion/,2024-04-19,Mexico,,,23.658512,-102.007710,logging_deforestation,,,pollution,river pollution,"México detuvo su intensión de prohibir el glifosato. El argumento es que no hay sustitutos viables, la agroecología muestra que sí los hay.",metadata + topic tags + keyword rule,"Topic tags: agricultura, biodiversidad, bosques, conflictos-ambientales, contaminacion, latinoamerica, medioambiente, mexico | Author: thelma gomez",ok,country,Mexico,México
infoamazonia:url-5218c6b08279,InfoAmazonia,Grupo colombiano ignora órgano indigenista brasileño y contrata bonos de carbono en la Amazonia de Brasil,https://infoamazonia.org/es/2024/02/29/grupo-colombiano-ignora-recomendacion-del-organo-indigenista-brasileno-y-contrata-bonos-de-carbono-en-la-amazonia-de-brasil/,2024-02-29,Brazil,Amazonas,,-0.068586,-51.101045,,,,,climate impact,"En octubre de 2023, InfoAmazonia visitó los territorios de Alto Solimões, en Amazonas, donde la alianza empresarial colombiana Community REDD+ preparaba un proyecto e intentaba convencer a los indígenas de firmar contratos de crédito de carbono. A pesar de las recomendaciones contrarias del órgano indigenista del Estado brasileño, las empresas entraron en los territorios, mantuvieron reuniones y cerraron el contrato.",metadata + editorial tags + keyword rule,"topics: alto-solimoes, amazonas, bonos-de-carbono, cambio-climatico, dinero-en-los-arboles, fundacion-nacional-de-los-pueblos-indigenas-funai | No sector matched; manual review. | No event_type matched; manual review. | Author: Fábio Bispo",ok,feature,"Amazonas, Brazil","Amazon, Macapá, Amapá, Região Norte, Brasil"
infoamazonia:url-54935d56df5b,InfoAmazonia,"La Amazonia podría llegar a su punto de no retorno en 2050, ¿cómo evitarlo?",https://infoamazonia.org/es/2024/02/16/la-amazonia-podria-llegar-a-su-punto-de-no-retorno-en-2050-como-evitarlo/,2024-02-16,,Pará,,-4.749393,-52.897301,logging_deforestation,,,,deforestation,El bioma amazónico aporta a estabilizar el clima de la Tierra y es clave para el suministro de humedad en Sudamérica.,metadata + editorial tags + keyword rule,"topics: cambio-climatico, deforestacion, degradacion, punto-de-no-retorno | No event_type matched; manual review. | Country not detected; manual review. | Author: María Paula Lizarazo",ok,region,Pará,"Pará, Região Norte, Brasil"
elespectador:OZ5WWLUBXJHGZA555GI5GXHQ2I,El Espectador,Emergencia en el Caribe por derrame de petróleo proveniente de un barco,https://www.elespectador.com/ambiente/emergencia-en-el-caribe-por-derrame-de-petroleo-proveniente-de-un-barco/,2024-02-11,Colombia,,,4.099917,-72.908813,oil_gas,,,pollution,oil spill,"Al menos 15 kilómetros de costa han resultado afectados en uno de los países caribeños, popular por sus playas y turismo de naturaleza.",metadata + keyword rule,Author: Agencia AFP | Section: Ambiente,ok,country,Colombia,Colombia
mongabay:url-d88f861bcf71,Mongabay Latam,Balance negativo en remediación y reparación civil para Repsol dos años después del mayor derrame de petróleo en costas peruanas,https://es.mongabay.com/2024/01/balance-negativo-remediacion-reparacion-civil-repsol-derrame-petroleo-peru/,2024-01-31,Peru,Pará,,-12.094179,-77.015213,oil_gas,,,pollution,oil spill,"A dos años del derrame de petróleo causado por Repsol en el mar peruano, sigue en el aire la reparación civil para los afectados.",metadata + topic tags + keyword rule,"Topic tags: america-del-sur, contaminacion, derrame-de-petroleo, ecosistemas-marinos, latinoamerica, medioambiente, oceanos, peru | Author: michelle",ok,office,"Pará, Peru","Institut de Recherche pour le Developpement, 455, Calle 17, El Palomar, San Isidro, Lima, Lima Metropolitana, Lima, 15036, Perú"
